NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style;calcul
TAB_ANIMAL_LIGNE;STOCK_EFFECTIF_EX4;179;51;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_EFFECTIF_EX5;204;51;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_VALEUR_EX1;105;55;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_VALEUR_EX2;130;55;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_VALEUR_EX3;155;55;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_VALEUR_EX4;179;55;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_VALEUR_EX5;204;55;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_STOCK_EX1;105;59;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_STOCK_EX2;130;59;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_STOCK_EX3;155;59;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_STOCK_EX4;179;59;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_STOCK_EX5;204;59;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;VARIATION_STOCK_EX1;105;63;20.81;1;2;100;G;n;g;
TAB_ANIMAL_LIGNE;VARIATION_STOCK_EX2;130;63;20.81;1;2;101;G;n;g;
TAB_ANIMAL_LIGNE;VARIATION_STOCK_EX3;155;63;20.81;1;2;102;G;n;g;
TAB_ANIMAL_LIGNE;VARIATION_STOCK_EX4;179;63;20.81;1;2;103;G;n;g;
TAB_ANIMAL_LIGNE;VARIATION_STOCK_EX5;204;63;20.81;1;2;104;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_PRODUCTION_EX1;105;67.75;19.8;1;2;100;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_PRODUCTION_EX2;130;67.75;19.8;1;2;101;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_PRODUCTION_EX3;155;67.75;19.8;1;2;102;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_PRODUCTION_EX4;179;67.75;19.8;1;2;103;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_PRODUCTION_EX5;204;67.75;19.8;1;2;104;G;n;g;
;;;;;;;;;;;
;;;;;;;;;;;
